Destination,Start date,lat,lon,maxtemp_c,mintemp_c,avgtemp_c,totalprecip_mm,totalsnow_cm,avghumidity,maxwind_kph,avgvis_km,condition_text,condition_icon_url,icon_location
"Phuket, Thailand",06/02/2024,7.8833,98.4,25.98,25.72,25.78,37.78,0.74,49.66,8.81,7.18,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Sintra, Portugal",03/04/2024,38.8,-9.3833,20.91,3.83,7.95,36.72,5.44,81.44,21.73,6.7,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Rotorua, New Zealand",02/03/2024,-38.1378,176.2514,27.98,-3.41,6.35,21.23,5.34,60.36,39.7,8.22,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Kathmandu, Nepal",06/15/2024,27.7167,85.3167,34.3,21.3,25.7,5.86,0.0,57,11.2,9.8,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Colombo, Sri Lanka",04/03/2024,6.9319,79.8478,39.86,24.89,25.66,42.53,6.37,80.01,29.62,6.25,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Bangkok, Thailand",02/01/2024,13.75,100.5167,33.7,27.2,29.7,0.0,0.0,60,20.5,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Rotorua, New Zealand",01/04/2024,-38.1378,176.2514,33.45,8.0,10.62,28.75,5.5,93.67,13.36,6.78,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Addis Ababa, Ethiopia",04/03/2024,9.0333,38.7,35.07,12.74,15.17,18.14,6.86,77.84,48.47,6.46,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Wellington, New Zealand",04/03/2024,-41.3,174.7833,32.31,0.99,27.29,49.87,8.82,76.44,15.88,6.65,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Kyoto, Japan",05/21/2024,35.0211,135.7539,22.4,12.1,16.8,0.02,0.0,71,16.2,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Lima, Peru",04/03/2024,-12.05,-77.05,25.51,25.39,25.49,5.2,6.13,69.69,13.12,9.79,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Kolkata, India",08/30/2024,22.5697,88.3697,34.7,26.2,29.9,0.15,0.0,73,14.8,10.0,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Porto, Portugal",02/03/2024,41.15,-8.6167,31.7,13.5,16.77,6.01,0.22,58.4,11.57,9.44,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Phuket, Thailand",03/04/2024,7.8833,98.4,28.19,24.66,25.93,30.28,7.8,28.44,12.89,4.88,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Toronto, Canada",10/19/2024,43.6667,-79.4167,16.6,6.6,11.0,0.0,0.0,88,12.2,10.0,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Lille, France",03/04/2024,50.6333,3.0667,31.6,12.08,26.17,48.87,5.62,74.53,45.23,7.81,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Cape Town, South Africa",11/06/2024,-33.9167,18.4167,23.1,12.0,17.2,0.0,0.0,60,30.6,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Belmopan, Belize",04/03/2024,17.25,-88.7667,30.93,15.56,28.24,23.08,2.81,30.44,4.38,8.93,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Innsbruck, Austria",06/02/2024,47.2667,11.4,28.73,19.11,22.72,9.5,1.1,98.36,52.58,7.28,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Seoul, South Korea",01/28/2024,37.5664,126.9997,0.7,-2.6,-1.1,0.0,0.0,54,9.4,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"London, UK",02/03/2024,51.5171,-0.1062,33.44,25.34,28.12,33.5,4.17,28.31,8.42,7.07,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Heidelberg, Germany",05/30/2024,49.4167,8.7,19.7,12.0,14.9,10.61,0.0,82,14.0,8.9,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Harare, Zimbabwe",11/19/2024,-17.8178,31.0447,29.2,16.2,20.4,3.65,0.0,67,18.7,9.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Panama City, Panama",10/01/2024,8.9667,-79.5333,28.4,23.3,25.4,4.51,0.0,85,16.2,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Managua, Nicaragua",04/03/2024,12.1508,-86.2683,34.98,21.3,30.15,13.71,7.53,19.03,35.93,4.4,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Krakow, Poland",01/04/2024,51.7333,18.5167,29.35,12.51,20.45,20.85,9.15,99.14,7.07,7.71,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Toronto, Canada",03/04/2024,43.6667,-79.4167,19.94,0.7,13.46,34.01,6.14,77.61,25.55,8.58,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Bergen, Norway",04/04/2024,60.3911,5.3247,2.3,0.6,1.5,2.76,1.96,87,9.0,6.4,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Paris, France",04/03/2024,48.8667,2.3333,34.46,28.58,29.73,38.15,2.72,19.61,45.5,6.47,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Tegucigalpa, Honduras",06/13/2024,14.1,-87.2167,24.9,19.4,21.9,13.63,0.0,91,7.6,7.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Vancouver, Canada",11/06/2024,49.25,-123.1333,6.8,4.9,5.9,0.0,0.0,84,9.0,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Accra, Ghana",01/04/2024,5.55,-0.2167,10.63,8.79,10.3,31.32,0.92,41.51,12.92,4.59,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Toronto, Canada",04/03/2024,43.6667,-79.4167,35.4,4.4,20.78,44.54,1.26,24.9,49.86,5.82,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Adelaide, Australia",08/08/2024,-34.9333,138.6,13.1,9.2,11.3,0.9,0.0,71,23.4,8.5,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Hyderabad, India",06/02/2024,17.3753,78.4744,30.75,28.0,30.57,49.01,7.81,35.91,18.29,8.78,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Brisbane, Australia",02/27/2024,-27.5,153.0167,27.8,23.3,25.4,0.55,0.0,72,19.8,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Prague, Czech Republic",06/02/2024,50.0833,14.4667,36.83,30.11,33.68,47.68,3.69,78.98,51.21,8.67,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Townsville, Australia",05/03/2024,-19.25,146.8,35.79,14.51,20.11,8.38,4.59,38.18,8.19,5.28,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Singapore, Singapore",11/01/2024,1.2931,103.8558,31.1,27.1,28.6,4.18,0.0,73,25.9,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Bangkok, Thailand",01/01/2024,13.75,100.5167,35.5,27.0,31.2,0.0,0.0,41,8.6,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Sydney, Australia",01/04/2024,-33.8833,151.2167,18.04,4.78,6.29,19.31,2.87,27.19,6.96,6.02,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Havana, Cuba",01/04/2024,23.1319,-82.3642,36.44,18.25,35.41,1.51,4.05,89.01,24.87,7.71,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Quebec City, Canada",04/03/2024,50.1833,-66.6333,27.68,27.19,27.2,40.36,3.24,73.14,29.12,8.96,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Mexico City, Mexico",03/04/2024,19.4285,-99.1277,36.05,6.37,8.74,23.65,7.69,71.06,14.4,7.46,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"San Jose, Costa Rica",06/02/2024,9.9333,-84.0833,4.5,-2.82,-1.01,45.96,0.91,34.57,22.81,9.68,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Valencia, Spain",04/03/2024,39.4667,-0.3667,29.84,24.19,29.11,22.06,1.73,52.93,15.77,8.91,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Canberra, Australia",09/13/2024,-35.2833,149.2167,16.3,-0.9,7.2,0.0,0.0,70,11.5,8.3,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Dar es Salaam, Tanzania",09/26/2024,-6.8,39.2833,29.6,22.3,25.0,0.55,0.0,73,20.5,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Kolkata, India",03/04/2024,22.5697,88.3697,29.35,8.6,10.86,20.63,0.87,41.73,49.68,6.65,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Addis Ababa, Ethiopia",06/19/2024,9.0333,38.7,24.6,13.3,18.2,4.7,0.0,64,18.0,9.3,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Cesky Krumlov, Czech Republic",06/02/2024,48.8167,14.3167,31.52,30.76,31.47,37.96,1.63,84.32,17.87,6.82,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Colombo, Sri Lanka",07/16/2024,6.9319,79.8478,28.8,25.6,26.9,17.71,0.0,83,17.3,9.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Harare, Zimbabwe",05/03/2024,-17.8178,31.0447,33.13,6.76,13.59,10.36,4.85,37.95,48.9,6.8,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Edinburgh, UK",04/03/2024,55.949,-3.1625,10.16,6.05,9.05,15.43,8.43,52.24,14.33,4.72,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Ljubljana, Slovenia",05/03/2024,46.0553,14.5144,0.74,-0.08,0.29,21.55,7.47,24.1,4.11,7.84,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Innsbruck, Austria",02/03/2024,47.2667,11.4,36.89,11.66,20.5,10.09,5.84,33.13,36.18,5.17,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Zagreb, Croatia",06/02/2024,45.8,16.0,39.83,21.32,36.08,47.31,8.25,90.16,13.16,3.82,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Prague, Czech Republic",02/03/2024,50.0833,14.4667,25.94,7.44,23.61,28.77,2.06,41.85,19.06,8.14,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"New Plymouth, New Zealand",03/04/2024,-39.0667,174.0833,18.51,4.96,5.0,35.87,7.86,50.63,13.42,4.6,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Tegucigalpa, Honduras",05/03/2024,14.1,-87.2167,32.98,-3.25,22.03,41.45,1.44,23.8,20.81,6.7,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Buenos Aires, Argentina",01/17/2024,-34.5875,-58.6725,26.8,17.8,22.1,0.62,0.0,75,20.2,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Cairns, Australia",01/14/2024,-16.9167,145.7667,27.0,24.7,25.6,20.88,0.0,91,9.7,9.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Manila, Philippines",04/13/2024,14.6042,120.9822,34.5,25.2,29.6,0.01,0.0,60,19.4,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Seville, Spain",05/19/2024,37.3772,-5.9869,25.4,11.2,17.7,0.0,0.0,57,32.0,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Bilbao, Spain",03/04/2024,43.25,-2.9667,13.02,6.4,8.78,15.1,2.51,84.48,40.67,7.59,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Christchurch, New Zealand",11/21/2024,-43.5333,172.6333,14.1,5.2,9.4,2.9,0.0,72,38.2,9.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Cobh, Ireland",09/15/2024,51.8572,-8.2992,18.5,11.0,14.4,1.81,0.0,92,23.0,7.3,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Bogota, Colombia",07/21/2024,4.6,-74.0833,18.2,10.1,13.8,6.31,0.0,84,7.2,9.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Vancouver, Canada",04/03/2024,49.25,-123.1333,28.38,-3.01,0.84,43.97,3.94,64.78,43.06,6.28,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Kampala, Uganda",01/17/2024,0.3156,32.5656,26.6,18.6,22.1,6.81,0.0,67,10.4,9.6,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Auckland, New Zealand",05/03/2024,-36.8667,174.7667,34.93,7.14,18.14,34.71,5.96,27.59,6.76,7.39,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Milan, Italy",06/02/2024,45.4667,9.2,16.73,4.09,15.45,37.85,9.06,95.0,37.6,5.2,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Whangarei, New Zealand",10/10/2024,-35.72,174.33,16.6,6.1,10.2,2.37,0.0,82,6.5,6.3,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Phnom Penh, Cambodia",07/30/2024,11.55,104.9167,30.8,24.8,27.7,1.07,0.0,74,22.7,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Rabat, Morocco",04/03/2024,34.0253,-6.8361,30.04,11.27,27.66,25.49,7.05,95.07,5.18,5.67,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Tromsø, Norway",02/03/2024,33.4464,-81.1165,28.48,16.26,24.6,11.85,7.24,39.79,42.73,6.43,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Istanbul, Turkey",01/04/2024,41.0186,28.9647,38.69,10.68,33.38,4.73,8.64,73.71,42.72,9.9,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Canberra, Australia",05/03/2024,-35.2833,149.2167,14.9,6.33,13.48,41.27,3.59,21.15,20.62,4.88,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Townsville, Australia",10/19/2024,-19.25,146.8,27.6,21.5,24.2,0.01,0.0,71,17.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Kathmandu, Nepal",07/25/2024,27.7167,85.3167,26.5,19.8,22.1,47.33,0.0,91,6.1,9.2,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Buenos Aires, Argentina",04/24/2024,-34.5875,-58.6725,18.0,9.9,13.6,0.0,0.0,59,10.1,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Sao Paulo, Brazil",05/03/2024,-23.5333,-46.6167,36.82,6.78,18.7,19.15,7.76,48.66,21.62,7.87,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Lille, France",02/03/2024,50.6333,3.0667,39.17,1.12,14.78,19.62,6.18,54.89,51.7,5.81,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Barcelona, Spain",04/03/2024,41.3833,2.1833,33.38,17.94,32.44,26.0,5.13,42.36,33.79,9.34,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Addis Ababa, Ethiopia",01/04/2024,9.0333,38.7,23.92,8.72,15.51,28.28,0.22,98.25,12.97,5.53,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Cairo, Egypt",01/04/2024,30.05,31.25,36.43,6.11,30.32,7.95,7.41,79.89,21.63,5.48,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Dhaka, Bangladesh",06/12/2024,23.7231,90.4086,37.8,28.4,31.5,0.11,0.0,67,30.2,9.6,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Zermatt, Switzerland",04/06/2024,46.0167,7.75,8.1,-1.0,2.9,0.0,0.0,47,8.3,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Albury, Australia",01/04/2024,-36.0833,146.9167,23.77,8.48,20.94,20.16,4.79,87.36,39.94,3.84,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Beijing, China",09/19/2024,39.9289,116.3883,30.1,22.5,26.2,1.13,0.0,62,11.9,9.7,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Rockhampton, Australia",03/26/2024,-23.3833,150.5,27.8,21.2,24.1,3.87,0.0,85,12.6,7.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Freiburg im Breisgau, Germany",01/04/2024,48.0,7.85,34.05,30.61,33.91,13.63,8.87,31.0,32.77,7.44,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Christchurch, New Zealand",02/03/2024,-43.5333,172.6333,29.38,20.19,21.01,6.73,8.44,61.77,35.09,7.08,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Valencia, Spain",03/04/2024,39.4667,-0.3667,36.72,7.84,8.29,40.1,7.34,53.64,12.47,7.47,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Valencia, Spain",06/02/2024,39.4667,-0.3667,38.44,10.64,17.65,36.34,6.0,27.96,6.33,9.42,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dubrovnik, Croatia",06/08/2024,42.6506,18.0914,25.4,20.5,23.4,0.0,0.0,70,6.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Dunedin, New Zealand",05/28/2024,-45.8667,170.5,10.2,7.7,9.1,0.1,0.0,65,28.1,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Edinburgh, UK",05/03/2024,55.949,-3.1625,39.05,27.09,38.73,46.79,4.1,42.14,36.1,4.91,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Bilbao, Spain",02/03/2024,43.25,-2.9667,24.84,6.43,20.45,40.49,5.83,53.82,21.46,8.79,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Sao Paulo, Brazil",06/02/2024,-23.5333,-46.6167,24.64,21.24,24.28,31.63,7.4,21.07,47.18,6.93,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Dubrovnik, Croatia",06/02/2024,42.6506,18.0914,17.85,-0.15,12.71,26.89,5.58,31.99,42.74,6.21,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Santiago, Chile",05/03/2024,-33.45,-70.6667,39.58,29.4,29.55,4.68,5.71,77.41,5.4,5.0,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Quito, Ecuador",01/04/2024,-0.2167,-78.5,40.21,30.67,32.45,29.79,4.01,83.54,7.15,5.68,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Salzburg, Austria",04/03/2024,47.8,13.0333,39.74,27.16,34.01,38.37,6.87,14.4,12.63,3.96,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Belmopan, Belize",11/22/2024,17.25,-88.7667,24.1,16.4,20.4,0.07,0.0,79,8.3,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Managua, Nicaragua",08/15/2024,12.1508,-86.2683,31.0,23.5,26.6,0.91,0.0,81,15.5,9.9,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"San Francisco, USA",02/03/2024,37.775,-122.4183,6.82,5.82,6.28,29.52,3.67,55.16,31.82,7.22,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Thessaloniki, Greece",04/03/2024,40.6436,22.9309,13.45,11.11,11.25,23.07,4.9,78.57,49.5,5.33,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Porto, Portugal",09/18/2024,41.15,-8.6167,25.1,16.7,20.5,0.0,0.0,50,22.3,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Ho Chi Minh City, Vietnam",05/10/2024,10.75,106.6667,38.0,27.6,31.6,0.06,0.0,61,24.5,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Harare, Zimbabwe",04/03/2024,-17.8178,31.0447,2.64,-0.47,1.97,43.83,4.67,92.81,44.97,6.09,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"San Jose, Costa Rica",05/03/2024,9.9333,-84.0833,25.54,-3.63,10.63,0.16,0.23,80.25,18.45,9.97,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Tromsø, Norway",01/04/2024,33.4464,-81.1165,9.68,-0.25,8.48,1.13,7.98,63.75,17.34,5.78,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Townsville, Australia",03/08/2024,-19.25,146.8,29.4,24.2,26.3,6.42,0.0,81,23.4,9.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Riga, Latvia",03/04/2024,56.95,24.1,38.76,27.51,38.34,25.66,7.6,39.18,16.63,8.84,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Melbourne, Australia",11/03/2024,-37.8167,144.9667,23.8,11.8,19.2,0.04,0.0,40,29.2,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Taipei, Taiwan",06/03/2024,25.0392,121.525,23.1,16.4,20.3,7.14,0.0,78,15.5,9.1,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Palmerston North, New Zealand",02/03/2024,-40.35,175.6167,30.95,7.36,18.64,43.66,7.96,73.69,34.32,4.9,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Cobh, Ireland",05/03/2024,51.8572,-8.2992,15.95,11.79,13.07,14.93,4.27,18.98,20.56,8.02,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Kampala, Uganda",03/04/2024,0.3156,32.5656,34.59,26.14,28.17,33.8,8.69,64.22,12.19,4.44,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Split, Croatia",04/03/2024,43.5139,16.4558,17.98,16.22,17.7,14.88,7.48,32.68,24.34,4.41,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Guatemala City, Guatemala",06/22/2024,14.6211,-90.5269,22.4,15.5,18.3,1.35,0.0,89,11.2,5.3,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Thessaloniki, Greece",03/04/2024,40.6436,22.9309,31.36,14.58,21.38,1.06,6.45,45.82,43.59,6.66,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Vienna, Austria",03/04/2024,48.2,16.3667,15.0,6.5,10.5,0.0,0.0,60,11.2,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Marrakech, Morocco",01/04/2024,31.6333,-8.0,23.11,17.38,22.09,11.29,1.22,98.96,18.47,4.22,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Rothenburg ob der Tauber, Germany",06/02/2024,49.3833,10.1833,28.79,26.47,27.86,28.28,5.87,72.22,31.21,4.34,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Christchurch, New Zealand",04/03/2024,-43.5333,172.6333,22.47,10.93,17.52,36.4,1.11,21.38,50.22,9.86,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Christchurch, New Zealand",05/03/2024,-43.5333,172.6333,13.49,4.94,13.37,39.93,4.12,49.02,11.98,4.42,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
